uber	2
facebook	2	
google	2
amazon	2
linkedin	2
华融资产管理公司 nt 1
华行办公室 nt 1
华西两会会客厅 nt 1
华西传媒呼叫中心 nt 1
华西医院 nth 4
华西村党委 nt 13
华西集团 ntc 3
华谊兄弟彭三源工作室 nt 9
华谊影视文化基地 nt 1
华豫电厂 nt 2
华贸购物中心 nt 3
华远地产 ntc 8
华远集团 ntc 3
华鑫种猪场 nt 1
华阳北站 nt 1
华阳武警指挥学院 nt 2
华阳武警校 nt 1
华阳电业 nt 1
华阳镇人大 nt 2
华阳镇派出所 nt 4
华阴公安局 nt 1
华韵古筝中心 nt 6
协会组织区人防办 nt 1
协和医院 nth 27
协和医院住院部 nt 2
协和医院急诊科 nt 4
协和大学 ntu 2
卓尔俱乐部 nt 3
卓尔队 nt 5
卓村党支部 nt 1
卓越集团 ntc 1
单县公安局谢集派出所 nt 4
单船公司 ntc 8
南七派出所 nt 3
南东路罗源消防凤山中队 nt 1
南中队 nt 2
南亚东南亚研究所 nt 1
南亚研究中心 nt 1
南侨台北分公司 nt 2
南侨集团 nt 13
南公安处 nt 1
南关大街派出所 nt 1
南关小学 nt 1
南关派出所 nto 1
南兴制色皮厂 nt 1
南加州大学 ntu 2
南加州河滨市经营杂货店 nt 1
南化股份 ntc 6
南北方球队 nt 2
南北水果批发市场 nt 3
南北疆机场 nt 1
南北笑星会 nt 1
南北蔬菜批发市场 nt 2
南区星锐队 nt 1
南区联邦法院 nt 1
南区队 nt 4
南区阿联 nt 1
南华亭酒店 ntch 2
南华大学 ntu 2
南口地铁站 nt 1
南坑派出所 nto 1
南坪交通安全管理服务站 nt 1
南坪区委 nt 1
南坪镇派出所 nto 8
南城骡马交易市场 nt 1
南大街派出所 nto 8
南女子中学 nt 2
南安官桥派出所 nt 1
南安普敦俱乐部 nt 2
南安普敦大学 ntu 2
南安普敦足球俱乐部 nt 1
南安普敦队 nt 2
南安普顿俱乐部 nt 3
南安普顿大学 ntu 2
南安普顿足球俱乐部 nt 1
南安普顿队 nt 2
南宫垃圾焚烧厂 nt 1
南宫堆肥厂 nt 1
南宫焚烧厂 ntcf 1
南山书院 nt 1
南山乳业 nt 6
南山交警大队 nto 6
南山大酒店 nt 1
南山大队 nt 1
南山实验小学 nt 1
南山工商所 nt 1
南山牧场 nt 2
南山铝业 ntc 1
南山集团 ntc 1
南岗公安分局 nto 2
南岗收费站 nt 1
南师大 nt 23
南师大附属中学 nts 1
南广邻高速南江站 nt 1
南庄村经济合作社 nt 1
南庄酒店 nt 1
南开中学 nts 12
南开大学 ntu 16
南开大学mba中心 nt 1
南开大学中文系 nt 6
南开大学化学学院党委 nt 1
南开大学化学学院团委 nt 1
南开大学历史研究所 nt 1
南开大学商学院 nt 1
南开大学文学院 nt 9
南开大学法学院 nt 1
南开大学风险管理与保险学系 nt 2
南开数学所 nt 2
南德物业公司 nt 1
南德集团 nt 2
南掸邦军总部 nt 3
南方公司 nt 1
南方医科大学 ntu 3
南方医科大学南方医院 nth 7
南方医科大学南方医院消化内科 nt 2
南方医科大学南方医院营养科 nt 1
南方医科大学司法鉴定中心 nt 1
南方医科大学珠江医院儿科 nt 1
南方医科大学第三附属医院急诊科 nt 1
南方医院 nth 3
南方司令部 nt 1
南方局 nt 14
南方报业传媒集团 ntc 1
南方球队 nt 1
南方电网公司 ntc 3
南方电网电站 nt 1
南方科大 nt 2
南方科技大学 ntu 13
南方科技大学党委 nt 3
南方科技大学创校 nt 2
南方科技大学委员会 nt 11
南方科技经济研究院 nt 1
南方职院 nt 6
南方航空公司 ntc 2
南方航空海南分公司 nt 2
南方航空货运部 nt 1
南方航空集团 nt 1
南方队 nt 9
南村小学 nt 4
南村村委会 nt 3
南林农场 nt 1
南沙群岛驻军 nt 3
南沿村镇人民政府 nt 1
南沿村镇政府 nt 2
南泥湾供电所 nt 1
南洋度假中心 nt 2
南洋职业技术学院 nt 2
南浦小学 nt 5
南海华光集团 nt 1
南海博物馆 nt 2
南海岸购物中心 nt 10
南海水下考古基地 nt 1
南海油田 nt 2
南海洋实业 nt 1
南海渔政 nt 1
南海研究中心 nt 2
南海航海保障中心 nt 1
南海舰队 nt 88
南海舰队政治部 nt 1
南湖创业学校 nt 1
南湖南路欣欣花店 nt 1
南湖派出所 nto 7
南湖花卉市场 nt 1
南湖革命纪念馆 nt 1
南溪中学 nts 1
南溪法庭 nt 1
南溪镇计生办 nt 1
南满洲铁道株式会社 nt 6
南满部队 nt 1
南满铁道株式会社 nt 4
南漳供电公司 nt 2
南焦客运站 nt 8
南环派出所 nt 2
南玻集团 ntc 1
南理工心理健康教育中心 nt 4
南琦投资有限公司 nt 1
南瑞派出所 nt 2
南科大 nt 30
南科大党委 nt 3
南科大理事会 nt 1
南空挹江门干休所 nt 2
南站派出所 nt 1
南纬路街道办事处 nt 1
南网公司 nt 1
南联公司 nt 1
南联小学 nt 2
南联社区居委会 nt 7
南联社区工作站 nt 7
南联股份公司 nt 2
南航北方分公司 nt 3
南航合肥营业部 nt 3
南航招待所 nt 1
南航新疆分公司 nt 8
南航新疆分公司市场部 nt 1
南航新疆分公司市场销售部 nt 1
南航部队 nt 2
南航集团 nt 3
南苑宾馆 nt 1
南街口绿洲药业店 nt 2
南街派出所 nto 11
南豆小学 nt 1
南车公司 ntc 6
南车合肥基地 nt 1
南车集团 ntc 6
南车青岛四方机车车辆公司 nt 5
南车青岛四方机车车辆股份有限公司 ntc 1
南运集团公司 nt 1
南郊农场 nt 1
南郊客运站 nt 2
南里公交站 nt 1
南门派出所 nto 2
南靖代表团小组 nt 1
南靖兰花协会 nt 1
南靖高新区计生办 nt 1
南高基大自然花木场 nt 1
南麻中学 nt 28
博士后工作站 nt 1
博士后流动站 nt 1
博宥投资管理集团有限公司 nt 9
博尔顿大学 ntu 1
博州党委 nt 1
博州歌舞团 nt 1
博微长安国家级企业技术中心 nt 1
博恒检测站 nt 1
博时基金管理有限公司 ntc 1
博月嫂公司 nt 1
博梅卡公司 nt 2
博汇公司 nt 3
博洛尼亚队中前场 nt 1
博洛尼公司 nt 1
博洛尼装饰公司 nt 1
博湾温泉俱乐部 nt 1
博爱医院 nth 5
博爱小学 nts 2
博爱派出所 nt 1
博瑞传播 ntc 3
博白交警队 nt 2
博白驻邕流动党委 nt 1
博社村党支部 nt 5
博社村委 nt 1
博禹mric集团 nt 1
博纳影业 nt 1
博纳影业集团 ntc 2
博资清洁科技有限公司 nt 1
博阿维斯塔队 nt 1
博雅兴业中介公司 nt 1
博鳌亚洲论坛研究院 nt 1
博鳌公共外交示范基地 nt 2
博鳌华美达大酒店 ntch 5
卡内基国际和平基金会 nt 1
卡内基莫斯科中心 nt 1
卡尔医学院 nt 2
卡尔斯鲁厄大学 ntu 1
卡尔斯鲁厄理工学院 nt 2
卡尔斯鲁厄研究中心 nt 1
卡文俱乐部 nt 9
卡莱 ntc 1
卡迪夫大学 ntu 2
卡迪夫巨龙队 nt 2
卡迪夫诺亚方舟儿童医院 nt 1
卢德医院 nt 1
卧龙中国保护大熊猫研究中心 nt 1
卧龙小学 nt 1
卧龙达废品回收连锁门店 nt 1
卧龙达环保公司 nt 1
卫生厅党组 nt 4
卫生合作中心 nt 1
卫生执法监督支队 nt 5
卫生热线管理中心 nt 2
卫生研究基金会 nt 1
卫生药监 nt 2
卫生计生委 nt 78
卫生计生委党组 nt 1
卫生部医政司 nt 1
卫生部医院管理研究所 nt 2
卫生部视光学研究中心 nt 2
卫生部重点实验室 nt 1
印地安那州普渡大学 nt 1
印尼万隆理工大学 nt 2
印尼交通部 nt 6
印尼减灾署 nt 1
印尼动物园 nt 1
印尼国会 nt 1
印尼国家人权委员会 nt 10
印尼外交部 nt 2
印尼大使馆 nt 2
印尼政府 nt 15
印尼林业部 nt 1
印尼泗水动物园 nt 11
印尼科学院 nt 3
印尼空军 nt 1
印尼苏腊巴亚动物园 nt 1
印庄乡政府 nt 1
印第安纳州巴特勒大学 nt 1
印第安纳州海豹突击队 nt 1
危地马拉国家减灾局 nt 1
危地马拉国家地震火山气象暨水文学研究所 nt 1
厄瓜多尔内务部 nt 2
厄瓜多尔分公司人力资源部 nt 1
厄瓜多尔大使馆 nt 4
厄瓜多尔科 nt 1
厄瓜多尔驻英国大使馆 nt 1
厅办公室 nt 14
历史博物馆 nt 10
历城交警大队 nt 2
厚境村老君桥社 nt 1
厚街镇党委 nt 2
厚街镇城建办 nt 2
厚街镇政府 nt 1
厚街镇新塘村委 nt 1
原子能委员会 nt 1
原子能安全委员会 nt 1
厦大幼儿园 nt 1
厦大新闻传播学院 nt 1
厦茶集团 nt 2
厦铺镇党委 nt 1
县人大常委会 nt 74
县人大常委会信访室 nt 4
县人大常委会党组 nt 8
县人武部党委 nt 1
县人民政府 nt 30
县公安局人口办 nt 1
县公安局党委 nt 2
县公安局合唱团 nt 1
县公安局妇委会 nt 1
县公安局指挥中心 nt 1
县教育局会同学校 nt 1
县教育局纪委 nt 2
县物价局价格（鉴证）中心 nt 1
县经济开发区党工委 nt 1
县经济开发区（莲云乡）法庭 nt 1
县财政局合唱团 nt 1
参考消息报社 nt 2
参议院外交关系委员会 nt 1
友利银行 ntcb 2
友好集团 ntc 3
友谊医院 nth 11
友谊医院医疗共同体 nt 1
友谊医院外科 nt 1
友谊医院门诊 nt 1
友达光电（厦门）有限公司 nt 1
双十中学 nts 4
双塘派出所 nto 2
双峰小学 nts 1
双林村高桥组 nt 1
双林路邮局 nt 1
双河劳教所 nt 3
双流国际机场 nt 1
双流机场 nt 11
双流检察院 nt 7
双胜镇巴彦包特农场 nt 2
双鸽集团 ntc 1
双鹤药业有限公司 nt 1
双龙镇派出所 nt 2
反恐研究中心 nt 6
反贪污贿赂局 nto 2
发展中心婚姻家庭服务部 nt 3
发展改革委价格司 nt 1
发展改革委党组 nt 3
发展改革委员会 nt 3
发展研究中心 nt 16
发展研究中心办公室 nt 3
发展研究所 nt 26
发展社区基金会 nt 1
发展规划司 nt 10
发展规划部经济研究处 nt 1
发改委价格司 nt 5
发改委综合司 nt 1
口子国际大酒店 ntch 2
口岸办公室 nto 2
口腔种植中心 nt 1
古井生态产业园 nt 2
古井酒文化博物馆 nt 1
古井集团 ntc 2
古城小学 nts 1
古城派出所 nto 1
古城营乡党委 nt 1
古城镇实验幼儿园 nt 1
古山小学 nts 1
古根海姆博物馆 nt 1
古河镇文化站 nt 1
古田书画院 nt 5
古田会议纪念馆 nt 2
古田镇赖坊村原古田大队 nt 1
古道茶馆 nt 1
古里核电站 nt 1
古饶镇党委 nt 2
句容渔政 nt 2
句容环保局 nt 5
句容环保监察大队 nt 6
可口可乐公司 ntc 3
台东地方法院 nt 1
台东建安基地 nt 5
台儿庄大战纪念馆 nt 2
台塑集团 ntc 1
台塑集团总管理处 nt 4
台大医学院 nt 3
台大医院 nt 6
台大医院妇产科 nt 2
台江义洲派出所 nt 6
台江瀛洲派出所 nt 3
台盟市委 nt 2
台盟漳州市委会 nt 1
台盟省委 nt 1
史家小学 nts 5
史家小学分校 nt 1
史家胡同小学 nts 8
史家胡同小学低年级部 nt 2
史密森尼博物馆 nt 4
右安门派出所 nto 2
叶坪村苏维埃政府 nt 2
司法事务办公室 nt 1
司法技术处 nt 3
司法教育领导小组 nt 1
司法部司法鉴定科学技术研究所 nt 3
司法部燕城监狱 nt 4
司法部研究室 nt 2
合众国际社 nt 2
合兴镇市级小城镇示范点 nt 1
合国儿童基金会 nt 1
合川急救中心 nt 9
合景泰富 ntc 3
合江亭派出所 nto 4
合生创展集团 nt 1
合钢二厂 nt 1
吉利控股集团 nt 1
吉利汽车 ntc 10
吉利集团 ntc 1
吉卜力工作室 nt 1
吉大一院肝胆胰内科 nt 1
吉大二院 nth 1
吉大医院 nt 5
吉大附中 nt 1
吉尔吉斯斯坦特种边防部队 nt 1
吉尔吉斯斯坦驻华使馆 nt 3
吉木乃口岸 nto 2
吉木乃边检站 nt 4
吉木乃边防检查站 nt 1
吉煤集团 nt 1
吉田大队 nt 1
吊罗山乡响土村委会 nt 1
同仁医院 nth 5
同仁医院白内障中心 nt 1
同仁堂药店 nt 2
同心幼儿园 nt 1
同心艺术团 nt 2
同济医科大学儿科 nt 1
同济医院 nth 11
同济医院儿科 nt 1
同济大学 ntu 23
同济大学上海国际高级培训学院 nt 2
同济大学人文社科学院 nt 1
同济大学党委 nt 1
同济大学工程建筑系 nt 1
同济大学建筑与城市规划学院 nt 4
同济大学建筑工程系 nt 1
同济大学规划设计研究院 nt 1
同济大学规划院 nt 1
名古屋大学研究生院 nt 1
名门延世大学 nt 2
后勤集团 nt 3
后宰门小学 nts 1
后巷派出所 nto 4
后店村樟山社 nt 1
后溪镇后垵村党支部 nt 1
后溪镇政府 nt 1
后石电厂 ntcf 1
后街村村委会 nt 1
吐尔尕特口岸 nto 11
向东中学 nts 1
向农村地区中学 nt 1
向新村理事会 nt 1
向阳商场 nt 14
向阳小学 nts 3
向阳街道办事处 nto 1
君乐宝乳业联合建设坝上优质奶源基地 nt 1
君安证券 nt 1
君悦海棠男足 nt 1
君悦酒店 ntch 1
吝店镇政府 nt 1
含山供电公司 nt 2
含山供电公司安全运检部 nt 1
启德教育集团 ntc 1
启明学校 nt 1
启明小动物保护中心 nt 1
吴中集团 ntc 1
吴家山人民医院 nt 1
吴家山街工委 nt 1
吴家山街道办事处 nt 1
吴山村造船厂 nt 1
吴桥镇团总吴联 nt 1
吴江南麻中学 nt 6
吴江市委 nt 1
吴江教育局 nt 4
吴淞客运站 nt 2
吴淞海事局 nt 2
吾塔木乡党委 nt 1
吾塔木乡文化站 nt 2
周原博物馆 nt 8
周家村养老院 nt 1
周恩来纪念馆 nt 4
周恩来邓颖超纪念馆 nt 9
周潭镇供电所 nt 3
呼伦贝尔军分区 nt 2
呼伦贝尔市残联 nt 1
呼和浩特住房资金管理中心 nt 3
呼和浩特住房资金管理中心党总支 nt 1
呼和浩特公安局 nt 2
呼和浩特市人民政府 nt 1
呼和浩特市回族中学 nt 2
呼和浩特市回民区公安分局 nt 1
呼和浩特市回民区文化宫 nt 1
呼和浩特市新城区教育局 nt 1
呼和浩特市消防支队 nt 1
呼和浩特市消防支队指挥中心 nt 1
呼和浩特市赛罕区法院 nt 1
呼和浩特市铁路局 nt 1
呼和浩特支队 nt 1
呼和浩特曙光学校 nt 10
呼和浩特铁路公安处 nt 1
呼和浩特铁路局 nto 44
呼图壁县兴业人力资源市场有限公司 nt 1
呼图壁县雀尔沟镇新疆亚中马业俱乐部 nt 1
呼家楼中心幼儿园 nt 1
呼家楼力行宾馆 ntch 3
呼家楼派出所 nto 4
呼家楼邮政局 nt 1
呼市赛罕区公安分局 nt 1
呼市铁路局 nt 3
和南村小学 nt 4
和县人民医院 nth 1
和县公安局 nto 1
和县县委宣传部 nt 1
和县政府 nto 14
和县纪委 nt 2
和君咨询医药事业部 nt 1
和坪村林角组 nt 1
和平医院 nth 3
和平村村委会 nt 1
和平村黄小套组 nt 1
和平派出所 nto 31
和平路街道茂林路社区物业服务中心 nt 1
和平里东区邮票公司 nt 3
和平里邮局 nt 3
和平镇和平村徐家营社 nt 10
和平门邮政局 nt 1
和睦家医院 nt 1
品牌研究所 nt 1
品牌营销机构 nt 1
品质管理部 nt 3
哇哈哈集团 nt 2
哈佛医学院 nt 4
哈佛大学 ntu 32
哈佛大学公共卫生学院 nt 8
哈佛大学医学院 nt 5
哈佛大学商学院 nt 1
哈佛大学图书馆 nt 2
哈佛大学政府 nt 1
哈佛大学政治学院 nt 1
哈佛大学来中国办培训班 nt 1
哈佛大学法学院 nt 2
哈佛大学费正清东亚中心 nt 1
哈佛学院 nt 3
哈医大二院 nth 2
哈国政府 nt 2
哈工大 nt 5
哈工大机电学院 nt 1
哈巴河县商经信委 nt 1
哈巴河县库勒拜乡喀拉乌特克勒村村委会办公室 nt 1
哈巴河县艺术团 nt 1
哈市南岗区人民法院 nt 1
哈拉布拉镇党委 nt 1
哈拉布拉镇敬老服务队 nt 2
哈拉雷地方法庭 nt 3
哈萨克斯坦凯纳尔大学 nt 1
哈萨克斯坦驻华使馆 nt 1
哈萨威公司 ntc 1
哈达萨医院 nth 1
响水七套中心 nt 1
响水镇检查站 nt 1
哥伦比亚卡塔赫纳大学 nt 1
哥伦比亚商学院 nt 1
哥伦比亚国家队 nt 1
哥伦比亚大学 ntu 12
哥伦比亚大学医学院 nt 1
哥伦比亚大学教育学院 nt 2
哥伦比亚广播公司 ntc 8
哥伦比亚队 nt 2
哥廷根大学 ntu 2
哥斯达黎加驻华使馆 nt 1
唐代伟陕西嘉汇汉唐图书发行有限责任公司 nt 1
唐县医院 nt 1
唐城汽车修理厂 nt 1
唐朝乐队 nt 3
唐都医院 nth 5
唐都医院神经外科 nt 1
唐钢集团 ntc 1
商务印书馆 nt 7
商务及经济发展局 nto 2
商务部人事司 nt 1
商务部党组 nt 1
商务部办公厅 nt 1
商务部反垄断局 nt 11
商务部台港澳司 nt 1
商务部国际司 nt 3
商务部国际贸易经济合作研究院 nt 9
商务部国际贸易经济合作研究院消费经济研究部 nt 3
商务部流通业发展司 nt 1
商务部研究院 nt 7
商务部研究院外资研究部 nt 2
商务部研究院消费经济研究部 nt 7
商务部美洲大洋洲司 nt 1
喀布尔市中心使馆 nt 1
喀布尔战略研究中心 nt 1
喀布尔美国大学 nt 1
喇沙书院 nt 1
喇沙小学 nts 2
喜之郎 ntc 1
喜来登度假酒店 ntch 1
喜来登酒店 ntch 11
喜玛拉雅书店 nt 1
喜玛拉雅大酒店 nt 1
喜达屋旅馆集团 nt 1
嘉业公司 nt 2
嘉养殖场 nt 1
嘉北派出所 nt 2
嘉华搅拌站 nt 1
嘉华酒店 nt 6
嘉华集团 ntc 1
嘉城经济发展中心 nt 1
嘉定市殡仪馆 nt 1
嘉定镇街道社工委 nt 1
嘉富社区党总支 nt 2
嘉山县抗日民主政府 nt 1
嘉庚体育馆 nt 1
嘉庚学院 nt 1
嘉林药业 ntc 1
嘉滨小学 nt 1
嘉皇家酒店 nt 1
嘉祥教育集团 nt 1
嘉禾影业 nt 1
嘉禾派出所 nt 8
嘉禾集团 ntc 11
嘉积中学 nts 1
嘉积镇温泉村委会 nt 1
嘉积镇龙寿村委会 nt 1
嘉美影院 nt 1
嘉里中心大酒店 nt 2
嘉陵小学 nt 2
嘉陵派出所 nt 3
器官移植中心 nt 2
噶玛兰厅 nt 1
四人一组 nt 1
